   TEMP	   DEWP	  SLP  	  STP  	 VISIB	  WSDP	 MXSPD	  GUST	   MAX  	  MIN  	PRCP  	SNDP 	 FRSHTT
82.8	73.3	9999.9	9999.9	3.3	6.1	9.9	999.9	93	77	0.08	999.9	16
82	71.5	9999.9	9999.9	3.3	5.7	8.9	999.9	87.6	77	0.02	999.9	18
83.9	72.6	9999.9	9999.9	3.2	6.6	12	999.9	88.3	75.4	0.12	999.9	16
83.9	70.8	9999.9	9999.9	3.6	6.9	11.1	999.9	88.3	78.4	0	999.9	0
86	71	9999.9	9999.9	4.1	7.7	14	22	95	78.1	0	999.9	0
86.8	72.5	9999.9	9999.9	4.4	8.5	12	20	96.8	79.2	0	999.9	0
86.1	73.1	9999.9	9999.9	3.5	6.2	11.1	999.9	98.2	78.8	0.04	999.9	18
86.3	68.6	9999.9	9999.9	4.1	6.9	12	999.9	98.2	77.2	0	999.9	0
88	67.3	9999.9	9999.9	4.1	7.9	15.9	26	98.2	78.8	0	999.9	0
87.5	66.6	9999.9	9999.9	3.9	9.2	14	22	98.2	80.6	0	999.9	0
87.2	68.4	9999.9	9999.9	3.8	7.5	14	22	98.2	80.6	99.99	999.9	18
85.9	73	9999.9	9999.9	3.6	5.6	11.1	999.9	98.2	78.8	0.04	999.9	0
85.1	71.6	9999.9	9999.9	3.8	6.2	12	20	98.1	77	99.99	999.9	18
85.1	72.4	9999.9	9999.9	3.7	7.3	13	22	98.1	75.2	0.35	999.9	18
83.7	73.1	9999.9	9999.9	3.6	6.5	13	999.9	97.3	73.8	0.2	999.9	18
84.4	73.5	9999.9	9999.9	3.4	6	12	999.9	92.1	75	0.04	999.9	0
85.1	73.3	9999.9	9999.9	3.8	5.5	11.1	999.9	95.5	77.7	0	999.9	0
86.7	74.2	9999.9	9999.9	4	6.5	12	999.9	97.2	78.4	0.08	999.9	16
84.9	73.8	9999.9	9999.9	3.9	7.8	18.1	999.9	97.5	77	0	999.9	18
81	74.5	9999.9	9999.9	3	4.6	12	999.9	97.5	74.5	0.28	999.9	16
83.8	74.2	9999.9	9999.9	3.4	5.1	12	18.1	89.8	77	0.03	999.9	18
81.2	74.1	9999.9	9999.9	3.5	4.6	8.9	999.9	89.8	73.2	0.2	999.9	16
83.5	73.8	9999.9	9999.9	3.3	5.4	9.9	999.9	93.4	75.2	0	999.9	16
76.7	73.6	9999.9	9999.9	2.1	6.1	12	999.9	93.4	75	0.24	999.9	16
79	73.9	9999.9	9999.9	2.9	7.8	13	999.9	83.7	72.5	1.81	999.9	16
80.6	73.5	9999.9	9999.9	3.4	5.9	9.9	999.9	88.7	75.2	0.08	999.9	18
82.5	74.5	9999.9	9999.9	3.7	6.9	13	999.9	90.9	73.6	1.42	999.9	18
84.5	74.3	9999.9	9999.9	4.6	7.4	13	20	92.3	77.4	0	999.9	16
85.8	73.9	9999.9	9999.9	4	7.4	14	18.1	94.5	78.8	0	999.9	0
84.4	73	9999.9	9999.9	3.4	7	15	22	94.5	78.8	0.2	999.9	18
85	71.9	9999.9	9999.9	3.7	6.6	14	20	94.6	77	99.99	999.9	18
86	72.3	9999.9	9999.9	4.2	6.4	12	19	95.7	74.5	0.43	999.9	0
86.8	72	9999.9	9999.9	4.2	6.4	12	999.9	96.8	80.6	0	999.9	16
85.5	72.6	9999.9	9999.9	4	6.5	11.1	999.9	96.8	77.9	0.02	999.9	0
86.5	72.8	9999.9	9999.9	4	6.7	9.9	999.9	97	79	0	999.9	16
85.9	73.5	9999.9	9999.9	4.4	6	9.9	999.9	97	78.4	0	999.9	0
85.8	75.2	9999.9	9999.9	4	6.3	12	999.9	95	79.5	0	999.9	0
85.2	75.2	9999.9	9999.9	3.3	5.4	15	25.1	95.7	77	99.99	999.9	18
85.2	74.8	9999.9	9999.9	3.6	4.9	11.1	999.9	97.3	76.5	0	999.9	18
84.7	76.4	9999.9	9999.9	4.2	4.9	12	999.9	97.3	74.5	1.22	999.9	0
86.1	76.2	9999.9	9999.9	4	6.4	9.9	999.9	93.6	79.3	0	999.9	0
86.1	76.5	9999.9	9999.9	3.8	6.2	12	999.9	93.6	79.7	0	999.9	0
84.8	74.6	9999.9	9999.9	3.6	5.6	12	999.9	93.7	77.9	0	999.9	0
84.2	72.5	9999.9	9999.9	3.6	6.2	12	999.9	98.6	73.4	99.99	999.9	18
84.2	73.9	9999.9	9999.9	4.2	6.1	11.1	999.9	96.6	72.1	0.67	999.9	0
84.4	74	9999.9	9999.9	3.6	5.1	12	999.9	94.1	77.7	0	999.9	2
84.1	74.1	9999.9	9999.9	3.7	6.2	12	999.9	95.4	77	0.08	999.9	16
84.2	74.6	9999.9	9999.9	3.6	6.3	9.9	999.9	95.4	75.9	0	999.9	16
81.6	75.9	9999.9	9999.9	2.8	2.9	8	999.9	91.4	77	0.01	999.9	18
81.8	76.1	9999.9	9999.9	2.6	3.3	15	999.9	92.1	74.5	0.08	999.9	18
78.1	74.5	9999.9	9999.9	2.7	2.9	9.9	999.9	87.3	72.5	3.31	999.9	18
79.3	75.5	9999.9	9999.9	2.5	3.2	6	999.9	87.8	74.3	0.67	999.9	18
80.8	76.4	9999.9	9999.9	3	2.8	8	999.9	88.3	75.9	0.12	999.9	18
83	76.1	9999.9	9999.9	3.4	2.9	7	999.9	91.4	76.8	0.47	999.9	16
85	76.2	9999.9	9999.9	4.3	5.5	12	999.9	95	77	0	999.9	16
84.9	75.8	9999.9	9999.9	4.1	5.4	9.9	999.9	95	77.5	0	999.9	0
84.2	76.5	9999.9	9999.9	3.4	4.5	9.9	999.9	93.2	78.1	0.08	999.9	16
85.1	74	9999.9	9999.9	3.9	5.5	14	18.1	95.4	75.2	99.99	999.9	18
86.1	75.4	9999.9	9999.9	4.1	6.1	9.9	999.9	95.4	74.3	0.39	999.9	0
86.6	72.9	9999.9	9999.9	4	8.2	14	22	94.6	79.2	0	999.9	0
85.5	72.9	9999.9	9999.9	3.5	6.3	15	20	94.6	78.4	0	999.9	16
87	71.5	9999.9	9999.9	4.2	6.4	14	20	95.4	75.4	0.08	999.9	0
86.5	70.6	9999.9	9999.9	4.5	7	13	20	95.9	78.8	0	999.9	0
87	73.7	9999.9	9999.9	4	5.2	8.9	999.9	96.8	79.2	0	999.9	0
84.6	75.5	9999.9	9999.9	3.1	4.9	9.9	999.9	96.8	79.9	0	999.9	0
84.9	76.5	9999.9	9999.9	3.1	5.5	11.1	999.9	93.6	79.2	0.08	999.9	16
86.1	76.4	9999.9	9999.9	3.6	5.5	11.1	999.9	96.8	77.7	0	999.9	0
83.2	75.5	9999.9	9999.9	2.6	3.7	9.9	999.9	96.4	75.6	0.01	999.9	18
84.7	73.6	9999.9	9999.9	3.8	6.3	11.1	999.9	91.4	75.2	0.39	999.9	0
85.3	72.5	9999.9	9999.9	3.8	6.6	12	999.9	93.7	77	0	999.9	16
86.9	74	9999.9	9999.9	4	5.3	12	18.1	95.4	76.1	0.47	999.9	0
85.7	75.6	9999.9	9999.9	3.9	5.4	12	999.9	95.4	80.6	0	999.9	16
82.1	74.6	9999.9	9999.9	3.2	4.6	9.9	20	94.6	74.5	0.2	999.9	18
84.4	74.1	9999.9	9999.9	3.8	4.8	8	999.9	93.4	72	0.98	999.9	0
85.1	72.5	9999.9	9999.9	3.1	5.9	9.9	999.9	94.8	76.3	0	999.9	0
86.2	73.2	9999.9	9999.9	3.9	5.3	12	999.9	95.4	75	0	999.9	0
84.2	74	9999.9	9999.9	3.8	6.7	9.9	999.9	95.2	77	0	999.9	0
84.2	74.5	9999.9	9999.9	3.4	6	12	999.9	94.6	75.6	0	999.9	0
81.1	72.6	9999.9	9999.9	3	5.8	12	999.9	93.7	74.1	0.28	999.9	18
79.7	73.6	9999.9	9999.9	2.7	3.2	6	999.9	91.4	72.5	0.94	999.9	18
84.8	73.4	9999.9	9999.9	3.7	5.4	12	18.1	94.5	74.8	0.02	999.9	0
85.2	69.9	9999.9	9999.9	4	6.9	15	18.1	94.5	78.6	0	999.9	0
84.9	73	9999.9	9999.9	3.6	5.8	11.1	18.1	93.7	79.3	0.08	999.9	16
86.7	75.3	9999.9	9999.9	4	5.3	12	999.9	96.4	77.7	0	999.9	0
83.1	75.5	9999.9	9999.9	3.2	4.3	12	999.9	96.4	75.9	0	999.9	18
84.1	76.4	9999.9	9999.9	2.6	4.9	13	999.9	92.8	77.9	0.12	999.9	0
83.1	75.2	9999.9	9999.9	2.6	4.3	12	999.9	92.8	77.2	0	999.9	16
83.2	73.8	9999.9	9999.9	3.8	4.9	12	999.9	91	77	0.12	999.9	0
81.9	73.8	9999.9	9999.9	3	3.9	8	999.9	91	73.4	0	999.9	18
77.9	73.1	9999.9	9999.9	2.5	4.7	12	999.9	90.5	72.9	0.91	999.9	18
77.1	73	9999.9	9999.9	3.2	6.8	12	19	85.6	72.5	2.8	999.9	16
78.3	74.7	9999.9	9999.9	2.5	4.7	8	999.9	84.2	73.8	1.02	999.9	16
81.5	74.3	9999.9	9999.9	3.4	5.1	12	999.9	87.8	74.5	0.35	999.9	18
82.6	75.1	9999.9	9999.9	2.6	5.7	13	999.9	88	76.3	0.08	999.9	16
82.1	75.2	9999.9	9999.9	3	7.2	11.1	999.9	89.6	75.2	0.04	999.9	18
83.9	76.7	9999.9	9999.9	2.9	6.5	9.9	999.9	93.2	73.6	0.08	999.9	0
82.8	74.4	9999.9	9999.9	2.8	5.8	17.1	27	93.2	75.2	0	999.9	18
82.7	75.2	9999.9	9999.9	2.8	3.2	8	999.9	92.5	75.4	0.75	999.9	16
83.7	74.8	9999.9	9999.9	3.3	4.1	9.9	999.9	91.9	78.1	0	999.9	0
80.4	74.4	9999.9	9999.9	3.4	3.1	8	999.9	91.2	75.2	0.02	999.9	16
81.9	73.2	9999.9	9999.9	3.1	3.9	8.9	999.9	89.8	75.2	99.99	999.9	16
82.4	75.4	9999.9	9999.9	3.5	5.3	13	999.9	89.8	77	0.02	999.9	16
81.8	75	9999.9	9999.9	3.9	4.9	13	999.9	89.6	76.5	0.12	999.9	16
81.1	74.8	9999.9	9999.9	3.5	4.9	12	18.1	89.6	75.4	0.43	999.9	18
81.7	73.2	9999.9	9999.9	2.9	6.8	13	20	89.1	74.8	0.71	999.9	16
80.9	73.4	1013.9	1012.1	3.2	5.5	12	17.1	87.8	75.2	0	999.9	16
80.8	70.5	9999.9	9999.9	3	5.8	12	18.1	88.2	75.2	0.03	999.9	0
80.3	70.7	9999.9	9999.9	3	5.6	14	999.9	88.5	71.6	0	999.9	0
79	67.4	9999.9	9999.9	3.2	5	12	999.9	88.5	72.3	0	999.9	0
79.7	68.4	9999.9	9999.9	2.7	5.6	12	999.9	88.3	73.4	0	999.9	0
79.9	71.6	9999.9	9999.9	2.4	5	14	999.9	88.3	73.4	0	999.9	0
79.9	71.7	9999.9	9999.9	2.1	5.1	12	18.1	87.6	73.4	0	999.9	0
78.5	68.8	9999.9	9999.9	2.5	5.9	13	999.9	87.6	71.6	0	999.9	0
78.3	67.9	9999.9	9999.9	3	4.9	14	18.1	87.4	71.6	0	999.9	0
77.5	67.8	9999.9	9999.9	3.1	5.4	12	19	87.4	71.6	0	999.9	0
77.7	70.7	9999.9	9999.9	2.2	6.7	13	20	86.5	71.6	0	999.9	16
76.3	74	9999.9	9999.9	1.8	6.2	12	20	83.8	73.4	0.39	999.9	18
76.8	73.8	9999.9	9999.9	2.3	4.5	8.9	999.9	82.9	72.5	4.88	999.9	18
78.1	73.9	9999.9	9999.9	2.6	3.7	9.9	999.9	85.3	73.4	0.24	999.9	16
79.6	73.2	9999.9	9999.9	2.7	4.2	9.9	999.9	87.4	72.3	0.12	999.9	0
79.8	72.8	9999.9	9999.9	2.9	3.8	9.9	999.9	88	73.4	0	999.9	32
82.4	72.6	9999.9	9999.9	3	3.6	8	999.9	91.6	73.9	0	999.9	0
81.7	74.8	9999.9	9999.9	2.8	4.4	8.9	999.9	91.6	74.8	0.02	999.9	16
80.7	75.1	9999.9	9999.9	3.2	5.8	9.9	999.9	91.2	75.2	99.99	999.9	16
79.8	74.7	9999.9	9999.9	3.6	3.2	8	999.9	88.7	72.7	0.16	999.9	16
79.8	74.3	9999.9	9999.9	3.4	3.9	11.1	999.9	87.8	73.4	0.04	999.9	0
79.4	71.2	9999.9	9999.9	3.1	3.7	9.9	999.9	88.9	71.6	0	999.9	0
78.7	69.7	9999.9	9999.9	2.6	2.9	8	999.9	88.9	71.4	0	999.9	0
77.5	67.3	9999.9	9999.9	3.1	2	6	999.9	87.8	71.6	0	999.9	0
77.6	70.9	9999.9	9999.9	2.3	3.2	9.9	999.9	86.9	70.3	0	999.9	0
79.3	73.9	9999.9	9999.9	3	3.7	9.9	999.9	86.9	73.2	99.99	999.9	16
77.9	74.9	9999.9	9999.9	2.3	3.1	8.9	999.9	86.7	75.2	0.28	999.9	18
77.8	74.5	9999.9	9999.9	1.8	3.3	8	999.9	82.6	73.4	0.16	999.9	18
78.2	71.4	9999.9	9999.9	2.2	5.4	12	999.9	85.6	71.6	2.2	999.9	16
77.9	68.4	9999.9	9999.9	2.8	6.5	12	22	85.6	71.6	0	999.9	0
77.7	68.9	9999.9	9999.9	2.5	6.6	13	22.9	85.5	73.4	99.99	999.9	16
77.4	68.1	9999.9	9999.9	2.4	6.8	14	20	84.7	72.7	0	999.9	16
74.7	69	9999.9	9999.9	1.7	7.4	13	22.9	82.2	71.6	0.2	999.9	16
75.8	65.7	9999.9	9999.9	2.9	6.3	14	20	81.7	69.3	0.43	999.9	16
76.5	60.8	9999.9	9999.9	3.8	3.9	9.9	18.1	86.9	68	0	999.9	0
78.9	61.2	9999.9	9999.9	3.8	3.5	9.9	999.9	89.2	64.4	0	999.9	0
80.5	65.4	9999.9	9999.9	3.1	7.6	12	18.1	89.2	71.1	0	999.9	16
79.2	74.2	9999.9	9999.9	2.2	9.6	18.1	28	88.2	75.2	0.12	999.9	16
78.8	73.2	9999.9	9999.9	3.4	4.7	9.9	999.9	86.5	75	0	999.9	16
77.8	71.5	9999.9	9999.9	2.1	4.9	12	18.1	86.5	71.6	0.03	999.9	16
74.9	62.7	9999.9	9999.9	3	4.1	12	18.1	85.8	66.2	0	999.9	0
75.4	64.8	9999.9	9999.9	3.1	3.4	9.9	999.9	85.8	65.3	0	999.9	0
75.6	66	9999.9	9999.9	3.1	4.5	12	999.9	84.4	68	0	999.9	0
74.9	64.9	9999.9	9999.9	3.1	3.7	8.9	999.9	84.2	67.3	0	999.9	0
74.5	63	9999.9	9999.9	3	3.7	9.9	999.9	84.6	66.2	0	999.9	0
74.1	61.9	9999.9	9999.9	3.2	3.1	8.9	999.9	84.6	65.5	0	999.9	0
74.3	64.6	9999.9	9999.9	3.6	3	8	999.9	84.6	65.8	0	999.9	0
76.5	65.5	9999.9	9999.9	3.9	4.4	11.1	999.9	87.8	66.9	0	999.9	0
78.1	67.4	9999.9	9999.9	3.8	5.9	12	999.9	86.9	69.8	0.03	999.9	16
78.9	68.3	9999.9	9999.9	3.5	7.1	13	20	86.9	71.6	0	999.9	16
76.2	66	9999.9	9999.9	2.9	4.7	12	999.9	84.6	69.8	0	999.9	0
75.7	64.7	9999.9	9999.9	2.9	3.3	9.9	999.9	84.6	68.7	0	999.9	0
77.1	66.2	9999.9	9999.9	2.6	3.5	9.9	999.9	86.7	69.8	0	999.9	0
75.8	64.6	9999.9	9999.9	2.8	5.7	12	20	86.7	68	0	999.9	0
75.1	62.4	9999.9	9999.9	3.3	4.5	12	999.9	85.1	66.2	0	999.9	0
75.8	64.2	9999.9	9999.9	3.6	5.9	14	18.1	85.1	66.4	0	999.9	0
77.9	67.4	9999.9	9999.9	3.1	6.9	13	999.9	85.1	68	0	999.9	0
77	68.7	9999.9	9999.9	2.7	5.8	12	18.1	85.1	70.9	0.02	999.9	16
78.1	68	9999.9	9999.9	2.9	6.5	13	18.1	84.4	73.4	99.99	999.9	16
76.9	68.4	9999.9	9999.9	2.2	4.6	12	18.1	84.9	71.6	0	999.9	0
77.6	69.5	9999.9	9999.9	2.3	4.6	9.9	18.1	84.9	70.3	0	999.9	0
77.2	69.5	9999.9	9999.9	1.8	4.9	12	18.1	84.7	71.6	0	999.9	0
76.5	68.5	9999.9	9999.9	2	5.4	13	18.1	84.4	69.8	0	999.9	0
76.5	67.7	9999.9	9999.9	3.1	5.6	11.1	20	85.8	68.9	0	999.9	0
77.4	67.9	9999.9	9999.9	2.7	5.2	12	20	85.8	69.8	0	999.9	0
76.9	68.7	9999.9	9999.9	2.4	4.6	9.9	18.1	85.6	71.6	0	999.9	0
76	66.8	9999.9	9999.9	2.3	5.1	12	18.1	87.1	68	0	999.9	0
75.5	66.5	9999.9	9999.9	3.1	3.1	8	999.9	87.1	67.5	0	999.9	32
76.3	67.8	9999.9	9999.9	2.9	3.6	12	18.1	86	68	0	999.9	0
77.5	68	9999.9	9999.9	3.1	4.6	9.9	18.1	86	69.4	0	999.9	32
77.2	67.2	9999.9	9999.9	3.6	3.3	8.9	999.9	85.8	71.6	0	999.9	0
77	68.1	9999.9	9999.9	3	3.5	8	999.9	86.2	69.3	0	999.9	0
77.3	67.9	9999.9	9999.9	3.3	3.6	8	999.9	86.4	71.6	0	999.9	0
76.4	67.6	9999.9	9999.9	2.5	4.2	12	999.9	86.4	68.4	0	999.9	0
77.5	66.8	9999.9	9999.9	3.7	4.8	9.9	999.9	85.5	68.2	0	999.9	0
78.5	69.4	9999.9	9999.9	3.6	6.8	14	19	86.4	71.6	99.99	999.9	16
78	67.3	9999.9	9999.9	3.7	5.1	13	20	86.4	71.6	0.02	999.9	0
77.8	65.3	9999.9	9999.9	3.5	7.6	15	27	86	69.4	0.02	999.9	16
77.4	64.1	9999.9	9999.9	3.7	6.8	13	18.1	85.6	69.8	0	999.9	0
76.6	66.3	9999.9	9999.9	3	5.7	12	999.9	85.6	68	0	999.9	0
76.8	66.7	9999.9	9999.9	3	4.3	12	999.9	86.2	68	0	999.9	0
77.2	65.5	9999.9	9999.9	3.3	5.1	13	18.1	86.5	69.8	0	999.9	0
78.1	65.7	9999.9	9999.9	2.9	7.2	14	24.1	86.5	70.7	0	999.9	16
79.1	64	9999.9	9999.9	3.5	7.5	14	20	86.5	71.6	0	999.9	0
78.2	65.1	9999.9	9999.9	3.2	6.6	13	22.9	86.7	69.8	0	999.9	0
76.6	63.8	9999.9	9999.9	3.1	5.4	12	20	86	68	0	999.9	0
76.6	62.9	9999.9	9999.9	3.1	5.6	12	999.9	86	66.2	0	999.9	0
78.2	67.6	9999.9	9999.9	3	6.4	13	20	87.1	68	0	999.9	0
79.6	69	9999.9	9999.9	3.2	7.4	14	18.1	86.2	73.4	0	999.9	0
77	67.4	9999.9	9999.9	3.1	4.7	13	999.9	86.9	69.8	0	999.9	0
76.8	65	9999.9	9999.9	2.6	4.9	12	18.1	87.3	68	0	999.9	0
76.2	63.7	9999.9	9999.9	2.8	3.8	8.9	999.9	87.8	68	0	999.9	32
75.7	64.2	9999.9	9999.9	2.1	4.3	9.9	999.9	91.4	65.7	0	999.9	32
75.2	65	9999.9	9999.9	2.3	4.2	8.9	999.9	90.7	65.8	0	999.9	32
75.6	61.7	9999.9	9999.9	2.6	3.2	8	999.9	90.1	65.5	0	999.9	0
76.2	62.7	9999.9	9999.9	2.8	4.5	11.1	999.9	90.1	64.4	0	999.9	0
77.2	61.8	9999.9	9999.9	3.4	4.4	11.1	999.9	90.1	64	0	999.9	0
78.4	63.2	9999.9	9999.9	3.5	5.2	11.1	999.9	91	67.5	0	999.9	0
77.6	63.2	9999.9	9999.9	3.2	5.1	9.9	20	91	67.6	0	999.9	0
78	63.3	9999.9	9999.9	3.5	4.9	12	999.9	89.8	68	0	999.9	0
78.9	66.9	9999.9	9999.9	3	6.6	12	19	88.3	68.7	0	999.9	0
78.6	68.1	9999.9	9999.9	3.3	4.9	11.1	999.9	87.4	69.8	0	999.9	0
79	69.7	9999.9	9999.9	3.2	5.6	14	20	87.4	71.2	0	999.9	0
81.5	71.4	9999.9	9999.9	3.4	6.5	13	999.9	88.9	76.5	99.99	999.9	16
78.3	73.1	9999.9	9999.9	2.1	3.1	8.9	999.9	88.9	75.2	0.2	999.9	16
80.3	71.3	9999.9	9999.9	3.3	7.2	12	21	88	74.5	0	999.9	16
79.1	68.8	9999.9	9999.9	3.5	7.3	13	20	88	71.6	0.01	999.9	16
78.1	65.7	9999.9	9999.9	3.3	5.9	12	20	87.3	69.8	0	999.9	0
77	64.7	9999.9	9999.9	3.3	5.8	12	18.1	86.5	69.8	0	999.9	0
76.3	62.9	9999.9	9999.9	3.9	5.4	13	999.9	86.9	68	0	999.9	0
77.8	65.1	9999.9	9999.9	4	6.1	12	999.9	87.1	67.6	0	999.9	0
77.5	70.1	9999.9	9999.9	3.3	5.9	14	20	87.1	73.2	0.02	999.9	16
79	68.4	9999.9	9999.9	3.7	6.5	13	18.1	88	71.6	0.03	999.9	0
78.1	66.3	9999.9	9999.9	4.1	4.7	12	999.9	88.5	69.8	0	999.9	0
78.8	66.6	9999.9	9999.9	3.8	5.3	12	999.9	88.5	68.4	0	999.9	0
80.3	67	9999.9	9999.9	3.6	6.9	14	19	89.6	69.8	0	999.9	0
80.5	67	9999.9	9999.9	3.6	5.4	11.1	999.9	89.6	73.4	0	999.9	0
81	69	9999.9	9999.9	3.6	7.1	12	999.9	89.2	71.6	0	999.9	0
81.7	69.5	9999.9	9999.9	3.9	8.8	13	999.9	89.2	73.8	0	999.9	0
81.4	69.3	9999.9	9999.9	3.9	7.3	14	18.1	89.2	75	0	999.9	0
81.1	68.5	9999.9	9999.9	4	7.8	12	18.1	89.4	75.2	0	999.9	0
80.3	68.3	9999.9	9999.9	4	6.7	12	18.1	88.2	75.2	0	999.9	0
81	68.2	9999.9	9999.9	4.2	7.1	12	999.9	88.5	73.4	0	999.9	0
80	67.9	9999.9	9999.9	3.5	6.9	13	20	88.5	73	0	999.9	0
80.9	68.4	9999.9	9999.9	3.4	6.1	13	18.1	88.3	73.4	0	999.9	0
81.1	69.1	9999.9	9999.9	3.5	7.2	12	20	88.5	73.9	0	999.9	0
81.2	68.5	9999.9	9999.9	4.1	6.9	12	999.9	90	73.4	0	999.9	0
79.8	67.9	9999.9	9999.9	3.1	5.1	9.9	999.9	90.5	71.6	0	999.9	0
79.5	68.3	9999.9	9999.9	3.1	4.8	8.9	999.9	90.5	71.6	0	999.9	0
79.6	64.5	9999.9	9999.9	3.2	4	9.9	999.9	91.8	71.6	0	999.9	0
80.3	67.5	9999.9	9999.9	3.8	4.4	11.1	999.9	91.8	69.8	0	999.9	0
80	68.1	9999.9	9999.9	3.4	4.2	9.9	999.9	91.2	71.2	0	999.9	0
80.8	68.1	9999.9	9999.9	3.3	4.6	12	999.9	93.6	71.6	0	999.9	0
81.7	66.2	9999.9	9999.9	3.3	5.4	13	20	96.6	71.6	0	999.9	0
83	71.3	9999.9	9999.9	3.1	4.4	12	999.9	96.6	71.6	0	999.9	0
84.1	74.5	9999.9	9999.9	3.6	5.9	13	19	95.2	75.2	0	999.9	0
85	73.5	9999.9	9999.9	3.7	6.3	12	18.1	97.5	77.2	0	999.9	0
85.2	73.7	9999.9	9999.9	3.8	7	12	999.9	97.5	77	0	999.9	0
84.4	71	9999.9	9999.9	3.8	5.7	13	20	96.8	76.5	0	999.9	0
83.4	72.3	9999.9	9999.9	3.4	5.8	12	20	96.4	74.8	0	999.9	0
83.4	71.6	9999.9	9999.9	3.5	4.8	12	17.1	93.9	74.7	0	999.9	0
81.7	70.8	9999.9	9999.9	3.4	5	12	999.9	93.9	73.4	0	999.9	0
82.9	69.6	9999.9	9999.9	3.3	4.6	12	19	95.2	73.4	0	999.9	0
84.8	68.7	9999.9	9999.9	3.4	5.3	13	17.1	98.8	71.6	0	999.9	0
86.2	68.6	9999.9	9999.9	3.7	5.5	11.1	999.9	98.8	73.4	0	999.9	0
86.2	64.5	9999.9	9999.9	3.8	6.2	11.1	999.9	101.1	73.4	0	999.9	0
87.9	65.5	9999.9	9999.9	4.1	6.4	9.9	999.9	102.6	74.5	0	999.9	0
87.5	67.6	9999.9	9999.9	3.7	7.2	13	19	102.6	74.8	0	999.9	0
85.3	74.6	9999.9	9999.9	3.3	6.9	12	18.1	101.1	78.4	0	999.9	0
84.7	73	9999.9	9999.9	3.7	6.7	13	999.9	96.4	77.4	0	999.9	0
84.7	72.4	9999.9	9999.9	3.6	6.2	12	20	94.6	76.6	0	999.9	0
86	74.8	9999.9	9999.9	3.7	7.5	14	18.1	96.8	76.3	0	999.9	0
86.3	75.1	9999.9	9999.9	4.1	6.7	12	21	96.6	78.4	0	999.9	0
86.5	73.4	9999.9	9999.9	4.2	7.8	14	18.1	98.6	78.3	0	999.9	0
87.4	75.3	9999.9	9999.9	4.4	9.2	12	20	99.5	78.3	0	999.9	0
88.2	75	9999.9	9999.9	3.6	5.9	12	19	100.2	80.1	0	999.9	0
87.2	72.1	9999.9	9999.9	3.4	6	12	18.1	100.2	80.2	0	999.9	0
88.4	74	9999.9	9999.9	3.7	8	15	999.9	100.4	78.6	0	999.9	0
87	76.1	9999.9	9999.9	3.9	7	12	20	99.7	80.6	0	999.9	0
86.6	76.4	9999.9	9999.9	3.8	7.7	13	18.1	95.7	80.4	0	999.9	0
86.1	74.5	9999.9	9999.9	3.4	6.4	11.1	18.1	94.6	80.1	0	999.9	0
85.8	73.6	9999.9	9999.9	3.7	4.9	12	19	94.5	78.6	0	999.9	0
85.8	73.7	9999.9	9999.9	4.1	6.3	12	18.1	95	77.4	0	999.9	0
86.8	74.3	9999.9	9999.9	3.5	7.9	14	19	98.2	77.2	0	999.9	0
86.8	75	9999.9	9999.9	3.7	6.5	13	19	98.2	79.2	0	999.9	0
85.5	72.5	9999.9	9999.9	3.7	6.1	12	999.9	95.9	77	0	999.9	0
85.1	72.6	9999.9	9999.9	4.1	5	11.1	999.9	95.4	75.9	0	999.9	0
86.1	72.8	9999.9	9999.9	3.5	5.7	12	20	96.1	77	0	999.9	0
85.4	72.5	9999.9	9999.9	3.6	5	9.9	999.9	96.1	77	0	999.9	0
86.3	74.2	9999.9	9999.9	3.5	4.9	9.9	999.9	95.5	77	0	999.9	0
87.8	75.5	9999.9	9999.9	4.1	6.8	12	18.1	97.5	79	0	999.9	0
88.5	76.2	9999.9	9999.9	4.1	7.4	14	22	98.6	78.4	0	999.9	0
88.6	76	9999.9	9999.9	4	6.5	12	21	100.2	81.3	0	999.9	0
87.9	75.8	9999.9	9999.9	4.1	7.2	9.9	20	100.2	80.6	0	999.9	0
87.8	75.3	9999.9	9999.9	4.2	7.3	12	18.1	98.6	80.6	0	999.9	0
88.1	75.4	9999.9	9999.9	4.2	7.4	13	20	99	80.6	0	999.9	0
88.4	75.5	9999.9	9999.9	4.3	6.5	13	20	99	80.6	0	999.9	0
88.8	75.2	9999.9	9999.9	4.3	7.6	13	19	98.8	80.6	0	999.9	0
88.6	75.1	9999.9	9999.9	4.4	7.6	13	22	98.8	81.7	0	999.9	0
87.8	75.6	9999.9	9999.9	4	7	12	21	98.6	82.4	0	999.9	0
86	74.8	9999.9	9999.9	3.9	6.8	11.1	999.9	95	77	0	999.9	18
82.9	75.3	9999.9	9999.9	3.4	5.3	12	999.9	95	75.9	0.55	999.9	18
83.9	75.9	9999.9	9999.9	4.2	5.1	12	18.1	91.8	75.9	0.12	999.9	16
83.4	75.6	9999.9	9999.9	3	5.1	11.1	20	91.8	77	0.08	999.9	18
83.7	74	9999.9	9999.9	3.6	6.8	13	22.9	93.2	76.3	0.08	999.9	16
86.3	75.9	9999.9	9999.9	3.9	8.5	14	22	94.1	77.5	0.01	999.9	0
89	75.3	9999.9	9999.9	4	7.8	13	20	100.4	81.9	0	999.9	0
89.3	76.1	9999.9	9999.9	3.3	6.6	9.9	999.9	100.4	82.2	0	999.9	0
